npi,name,source_file,source_id,decision,hapi_id
9999992693,Riley817 Prohaska837,practitionerInformation1788719797311.json,a5c219c6-6cee-3140-bcab-17fee904a3bc,EXCEPTION_CONFLICT,
9999973297,Natividad796 Davis923,practitionerInformation1788630120737.json,9bc01b03-8178-3850-b35b-010ba953036e,CLEAN_EXISTING,1995
9999989293,Madeline975 Friesen796,practitionerInformation1788630120737.json,f376eae3-7e56-33f0-a3bd-2c12a8c606a0,CLEAN_EXISTING,1996
9999965699,Wanetta360 Schumm995,practitionerInformation1788630120737.json,88478886-7a26-3a3c-b283-ed8cb0b5f423,CLEAN_EXISTING,1997
9999939298,Vince741 Morissette863,practitionerInformation1788630120737.json,572f8a3e-d591-31f0-9b3f-b03039b31c38,CLEAN_EXISTING,1998
9999900290,Carla633 Bonilla161,practitionerInformation1788630120737.json,ab7f7c22-7d1d-33b5-b765-b88dea5da330,CLEAN_EXISTING,1999
9999891192,Emerita401 Satterfield305,practitionerInformation1788630120737.json,07046782-e9e9-38cd-8fab-5dbe721dc97f,CLEAN_EXISTING,2000
9999998294,Sam879 Rippin620,practitionerInformation1788630120737.json,6ba949b1-b3ef-33ee-8a5a-bc1274c02b37,CLEAN_EXISTING,2001
9999939199,Terrie907 Ratke343,practitionerInformation1788630120737.json,6378f1e4-7470-33d4-b48d-a8bdcf9de662,CLEAN_EXISTING,2002
9999987297,Madelaine318 Walker122,practitionerInformation1788630120737.json,6bda8005-5442-39e3-8a3d-aec0abafee19,CLEAN_EXISTING,2003
9999938696,Vern731 Casper496,practitionerInformation1788630120737.json,2cf4f514-721d-3f3c-8002-18f2335e59e2,CLEAN_EXISTING,2004
9999942599,Duane703 Bosco882,practitionerInformation1788630120737.json,4f2ee815-dc96-3faf-b9a6-39dfd9064838,EXCEPTION_CONFLICT,
9999942599,Ignacio928 Alanis890,practitionerInformation1788719797311.json,258e6d8e-8734-3be6-ba8d-13dd092131c7,EXCEPTION_CONFLICT,
9999938597,Mica978 Lemke654,practitionerInformation1788630120737.json,2819f668-291e-3964-95a4-55786da5b257,CLEAN_EXISTING,2005
9999951491,Allen322 Veum823,practitionerInformation1788630120737.json,1b9aff03-3fed-31e1-b2fc-64c7073a73e1,CLEAN_EXISTING,2006
9999898197,Wesley533 Corwin846,practitionerInformation1788671814434.json,4ed08faf-7110-3d29-b07a-cedd4bf2c66f,CLEAN_EXISTING,2007
9999873190,Erlene813 Kreiger457,practitionerInformation1788671814434.json,df4a946e-e657-3765-b7cf-c84483736711,CLEAN_EXISTING,2008
9999906792,Harland508 Rippin620,practitionerInformation1788671814434.json,8b57f823-93d2-387b-90fc-18d0f6a05925,CLEAN_EXISTING,2009
9999888099,Aaron697 Kohler843,practitionerInformation1788671814434.json,97e72849-3129-3f21-aa7f-652e4d3c014f,CLEAN_EXISTING,2010
9999977991,Marcos263 Cronin387,practitionerInformation1788671814434.json,32713355-8da5-3cde-9a8a-ef7a89795d70,CLEAN_EXISTING,2011
9999888396,Jewell855 Schmeler639,practitionerInformation1788671814434.json,5679240b-b605-3d7b-8fae-47aafd35ae6e,CLEAN_EXISTING,2012
9999931394,Kasey569 Rau926,practitionerInformation1788671814434.json,cf9b1cb6-d288-3657-b9e4-72c60a068e6d,CLEAN_EXISTING,2013
9999943597,Teresa94 Mireles421,practitionerInformation1788671814434.json,0031530c-5bae-38ec-8219-5b2b705acf83,CLEAN_EXISTING,2014
9999895896,Hugo693 Gutmann970,practitionerInformation1788671814434.json,2a0df146-46d1-3364-8630-142bfe982aef,CLEAN_EXISTING,2015
9999867598,Claretha922 Kiehn525,practitionerInformation1788671814434.json,a94ed8ae-1b56-347b-bfe3-5149f9f7a612,CLEAN_EXISTING,2016
9999997999,Marth98 Mayer370,practitionerInformation1788671814434.json,fa13a15c-f42d-376d-a8fb-154437728fe6,CLEAN_EXISTING,2017
9999942797,Eldridge510 Roob72,practitionerInformation1788671814434.json,ed3e2187-f736-3941-949f-95dd62fc600d,CLEAN_EXISTING,2018
9999896894,Calandra120 Hackett68,practitionerInformation1788671814434.json,215b0783-c537-34df-a74f-7abbd6b04f2f,CLEAN_EXISTING,2019
9999995399,Rochell365 Stehr398,practitionerInformation1788671814434.json,8a6e860b-cebd-3b35-b3ed-c3d94422ad55,CLEAN_EXISTING,2020
9999939694,Courtney281 Kihn564,practitionerInformation1788671814434.json,26febe0b-c682-34a9-b11c-a4b2193ed67d,CLEAN_EXISTING,2021
9999999292,Hellen346 Roberts511,practitionerInformation1788671814434.json,bde3c651-e9c8-3db0-ad35-24716cf980dc,CLEAN_EXISTING,2022
9999934091,Ezra452 Torp761,practitionerInformation1788671814434.json,b42e8cb1-0e01-3b95-adf4-3c893c8ee203,CLEAN_EXISTING,2023
9999961490,Billy698 Schoen8,practitionerInformation1788671814434.json,8dc710d1-ab0f-3a6b-a2e4-91badf07f42a,CLEAN_EXISTING,2024
9999995092,Darnell564 Leannon79,practitionerInformation1788671814434.json,1be036e2-9d5b-3f4b-b8b6-d0891c46aef9,CLEAN_EXISTING,2025
9999883496,Kimberlie352 Kertzmann286,practitionerInformation1788671814434.json,163af01b-9a1d-3bc9-b5b6-15e80e85d191,CLEAN_EXISTING,2026
9999984294,Nu535 Huel628,practitionerInformation1788671814434.json,6c70ab71-5bdd-3370-8802-addb309bf4ee,CLEAN_EXISTING,2027
9999889196,Porsche32 Hermiston71,practitionerInformation1788671814434.json,9505f254-ae95-37ce-bf74-196146cf9bae,CLEAN_EXISTING,2028
9999990994,Mercy752 Kuhlman484,practitionerInformation1788671814434.json,58687752-d2ee-3abe-9326-0865c178f76a,CLEAN_EXISTING,2029
9999895797,Dorotea472 Córdova800,practitionerInformation1788671814434.json,a0ae110e-cad3-388c-9723-9c595effe7d0,CLEAN_EXISTING,2030
9999955492,Fritz267 Kirlin939,practitionerInformation1788671814434.json,306754b4-0d32-3c7e-bc1e-fbdd421fccd2,CLEAN_EXISTING,2031
9999970194,Josephine273 Collier206,practitionerInformation1788671814434.json,3cf7d7db-63c9-3e3c-b4fb-76b187f3b29b,CLEAN_EXISTING,2032
9999996595,Diana207 Pelayo88,practitionerInformation1788671814434.json,b3431d39-1f28-3e75-b53f-880e91146ff1,CLEAN_EXISTING,2033
9999882092,Leon728 Lehner980,practitionerInformation1788671814434.json,54d7f209-2c2c-317c-a414-f3400f19fe35,CLEAN_EXISTING,2034
9999992396,Antwan357 Lindgren255,practitionerInformation1788671814434.json,2440b442-2f38-31b7-9f43-1a8e1d6a89f2,CLEAN_EXISTING,2035
9999981498,Marshall526 Jenkins714,practitionerInformation1788671814434.json,eda170ef-4802-3735-8e96-f05b4a1b9ea4,CLEAN_EXISTING,2036
9999938191,Kendra609 Kassulke119,practitionerInformation1788671814434.json,3e72c40c-45ce-3571-89df-9aee3b12468d,CLEAN_EXISTING,2037
9999886291,Tyron580 Littel644,practitionerInformation1788671814434.json,41b05c0f-fd40-3e53-bf25-9527b7b8b3ae,CLEAN_EXISTING,2038
9999981290,Fredrick998 Wintheiser220,practitionerInformation1788671814434.json,4602e2ce-856b-33cb-916a-4391bce9fcf3,CLEAN_EXISTING,2039
9999985895,Haywood675 Strosin214,practitionerInformation1788671814434.json,aa3491df-f360-3874-95da-4f15124c5b7f,CLEAN_EXISTING,2040
9999943894,Josh874 Feil794,practitionerInformation1788671814434.json,fec98a3e-cefa-333a-9fab-fb4bccaf4761,CLEAN_EXISTING,2041
9999939090,Yesenia104 Wilderman619,practitionerInformation1788671814434.json,cb977fad-e2a3-341a-9e26-2711abd73629,CLEAN_EXISTING,2042
9999982496,Emory494 Nicolas769,practitionerInformation1788671814434.json,169b3f48-8479-3628-b7e3-2ba715c7a366,CLEAN_EXISTING,2043
9999989798,Nickolas58 Schumm995,practitionerInformation1788671814434.json,bfb89938-7e03-3a0b-88a4-e4e97e29d120,CLEAN_EXISTING,2044
9999941898,Amparo58 Hayes766,practitionerInformation1788671814434.json,1978b8ad-ec25-3b0f-aba7-2c36c9b83a41,CLEAN_EXISTING,2045
9999996496,Kati243 Ruecker817,practitionerInformation1788671814434.json,83da3028-97b1-3e7d-89b8-ad045c1ea21f,CLEAN_EXISTING,2046
9999894899,Aleshia311 Block661,practitionerInformation1788671814434.json,ed73a7c8-540e-3410-9b26-98de0e5b0a3b,CLEAN_EXISTING,2047
9999939892,Cortez851 Price929,practitionerInformation1788671814434.json,59ed93a4-04a1-3ebd-92ea-23bb9e0ec9e3,CLEAN_EXISTING,2048
9999950493,Franklin857 Pfannerstill264,practitionerInformation1788671814434.json,019e4221-37e0-35e6-8170-d2c16aa7d0b5,CLEAN_EXISTING,2049
9999999698,Bobbye345 Wuckert783,practitionerInformation1788671814434.json,e9ffaabe-8cfc-3d3e-be6f-02e246429513,CLEAN_EXISTING,2050
9999904193,Lexie163 Ankunding277,practitionerInformation1788671814434.json,861adbff-caab-3cc4-b851-3fde74338d26,CLEAN_EXISTING,2051
9999987594,Houston994 Funk324,practitionerInformation1788671814434.json,f53e4762-fb73-39e3-90a1-fe887ab364bd,CLEAN_EXISTING,2052
